image_path,label,class_name
data\gameplay-images\Apex Legends\image_530.png,1,Apex Legends
data\gameplay-images\God of War\image_825.png,6,God of War
data\gameplay-images\Minecraft\image_999.png,7,Minecraft
data\gameplay-images\Forza Horizon\image_695.png,3,Forza Horizon
data\gameplay-images\Among Us\image_882.png,0,Among Us
data\gameplay-images\God of War\image_267.png,6,God of War
data\gameplay-images\Apex Legends\image_112.png,1,Apex Legends
data\gameplay-images\Fortnite\image_356.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_548.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_119.png,7,Minecraft
data\gameplay-images\Terraria\image_942.png,9,Terraria
data\gameplay-images\Among Us\image_60.png,0,Among Us
data\gameplay-images\Terraria\image_721.png,9,Terraria
data\gameplay-images\God of War\image_409.png,6,God of War
data\gameplay-images\Among Us\image_703.png,0,Among Us
data\gameplay-images\Forza Horizon\image_12.png,3,Forza Horizon
data\gameplay-images\Roblox\image_759.png,8,Roblox
data\gameplay-images\Terraria\image_213.png,9,Terraria
data\gameplay-images\Forza Horizon\image_812.png,3,Forza Horizon
data\gameplay-images\Minecraft\image_357.png,7,Minecraft
data\gameplay-images\Minecraft\image_289.png,7,Minecraft
data\gameplay-images\God of War\image_156.png,6,God of War
data\gameplay-images\God of War\image_910.png,6,God of War
data\gameplay-images\God of War\image_516.png,6,God of War
data\gameplay-images\Genshin Impact\image_688.png,5,Genshin Impact
data\gameplay-images\Terraria\image_444.png,9,Terraria
data\gameplay-images\Free Fire\image_681.png,4,Free Fire
data\gameplay-images\Genshin Impact\image_490.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_817.png,7,Minecraft
data\gameplay-images\Terraria\image_332.png,9,Terraria
data\gameplay-images\God of War\image_502.png,6,God of War
data\gameplay-images\Minecraft\image_232.png,7,Minecraft
data\gameplay-images\Fortnite\image_482.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_472.png,3,Forza Horizon
data\gameplay-images\Free Fire\image_802.png,4,Free Fire
data\gameplay-images\Terraria\image_784.png,9,Terraria
data\gameplay-images\Minecraft\image_625.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_485.png,5,Genshin Impact
data\gameplay-images\God of War\image_50.png,6,God of War
data\gameplay-images\Among Us\image_843.png,0,Among Us
data\gameplay-images\Forza Horizon\image_426.png,3,Forza Horizon
data\gameplay-images\Roblox\image_785.png,8,Roblox
data\gameplay-images\Genshin Impact\image_230.png,5,Genshin Impact
data\gameplay-images\Genshin Impact\image_184.png,5,Genshin Impact
data\gameplay-images\Terraria\image_175.png,9,Terraria
data\gameplay-images\Minecraft\image_818.png,7,Minecraft
data\gameplay-images\Fortnite\image_491.png,2,Fortnite
data\gameplay-images\Among Us\image_108.png,0,Among Us
data\gameplay-images\Forza Horizon\image_381.png,3,Forza Horizon
data\gameplay-images\Terraria\image_922.png,9,Terraria
data\gameplay-images\Forza Horizon\image_985.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_91.png,1,Apex Legends
data\gameplay-images\Among Us\image_497.png,0,Among Us
data\gameplay-images\Roblox\image_215.png,8,Roblox
data\gameplay-images\Forza Horizon\image_293.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_832.png,2,Fortnite
data\gameplay-images\God of War\image_904.png,6,God of War
data\gameplay-images\Among Us\image_390.png,0,Among Us
data\gameplay-images\Among Us\image_780.png,0,Among Us
data\gameplay-images\Forza Horizon\image_227.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_628.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_616.png,1,Apex Legends
data\gameplay-images\God of War\image_27.png,6,God of War
data\gameplay-images\God of War\image_1014.png,6,God of War
data\gameplay-images\Among Us\image_586.png,0,Among Us
data\gameplay-images\Fortnite\image_243.png,2,Fortnite
data\gameplay-images\Fortnite\image_755.png,2,Fortnite
data\gameplay-images\Fortnite\image_527.png,2,Fortnite
data\gameplay-images\Fortnite\image_670.png,2,Fortnite
data\gameplay-images\Free Fire\image_855.png,4,Free Fire
data\gameplay-images\Apex Legends\image_825.png,1,Apex Legends
data\gameplay-images\God of War\image_630.png,6,God of War
data\gameplay-images\Genshin Impact\image_725.png,5,Genshin Impact
data\gameplay-images\Free Fire\image_525.png,4,Free Fire
data\gameplay-images\Among Us\image_159.png,0,Among Us
data\gameplay-images\Genshin Impact\image_43.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_14.png,3,Forza Horizon
data\gameplay-images\Forza Horizon\image_758.png,3,Forza Horizon
data\gameplay-images\Minecraft\image_972.png,7,Minecraft
data\gameplay-images\Terraria\image_345.png,9,Terraria
data\gameplay-images\Free Fire\image_251.png,4,Free Fire
data\gameplay-images\Apex Legends\image_767.png,1,Apex Legends
data\gameplay-images\God of War\image_609.png,6,God of War
data\gameplay-images\Fortnite\image_349.png,2,Fortnite
data\gameplay-images\God of War\image_336.png,6,God of War
data\gameplay-images\Terraria\image_557.png,9,Terraria
data\gameplay-images\Terraria\image_442.png,9,Terraria
data\gameplay-images\Genshin Impact\image_573.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_819.png,3,Forza Horizon
data\gameplay-images\Forza Horizon\image_712.png,3,Forza Horizon
data\gameplay-images\Among Us\image_627.png,0,Among Us
data\gameplay-images\Minecraft\image_861.png,7,Minecraft
data\gameplay-images\Among Us\image_617.png,0,Among Us
data\gameplay-images\Free Fire\image_145.png,4,Free Fire
data\gameplay-images\Apex Legends\image_876.png,1,Apex Legends
data\gameplay-images\Free Fire\image_762.png,4,Free Fire
data\gameplay-images\Free Fire\image_196.png,4,Free Fire
data\gameplay-images\Forza Horizon\image_534.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_144.png,1,Apex Legends
data\gameplay-images\Fortnite\image_563.png,2,Fortnite
data\gameplay-images\Fortnite\image_314.png,2,Fortnite
data\gameplay-images\Forza Horizon\image_141.png,3,Forza Horizon
data\gameplay-images\Among Us\image_95.png,0,Among Us
data\gameplay-images\Minecraft\image_774.png,7,Minecraft
data\gameplay-images\God of War\image_597.png,6,God of War
data\gameplay-images\Minecraft\image_1079.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_208.png,5,Genshin Impact
data\gameplay-images\God of War\image_459.png,6,God of War
data\gameplay-images\Terraria\image_109.png,9,Terraria
data\gameplay-images\Genshin Impact\image_397.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_488.png,3,Forza Horizon
data\gameplay-images\Genshin Impact\image_176.png,5,Genshin Impact
data\gameplay-images\Terraria\image_309.png,9,Terraria
data\gameplay-images\Roblox\image_656.png,8,Roblox
data\gameplay-images\Fortnite\image_140.png,2,Fortnite
data\gameplay-images\Apex Legends\image_68.png,1,Apex Legends
data\gameplay-images\Among Us\image_415.png,0,Among Us
data\gameplay-images\Genshin Impact\image_406.png,5,Genshin Impact
data\gameplay-images\Apex Legends\image_834.png,1,Apex Legends
data\gameplay-images\Fortnite\image_463.png,2,Fortnite
data\gameplay-images\Among Us\image_724.png,0,Among Us
data\gameplay-images\Minecraft\image_655.png,7,Minecraft
data\gameplay-images\Free Fire\image_512.png,4,Free Fire
data\gameplay-images\Free Fire\image_955.png,4,Free Fire
data\gameplay-images\Minecraft\image_770.png,7,Minecraft
data\gameplay-images\Forza Horizon\image_833.png,3,Forza Horizon
data\gameplay-images\God of War\image_227.png,6,God of War
data\gameplay-images\Apex Legends\image_474.png,1,Apex Legends
data\gameplay-images\Fortnite\image_916.png,2,Fortnite
data\gameplay-images\Apex Legends\image_345.png,1,Apex Legends
data\gameplay-images\God of War\image_911.png,6,God of War
data\gameplay-images\Forza Horizon\image_859.png,3,Forza Horizon
data\gameplay-images\Free Fire\image_407.png,4,Free Fire
data\gameplay-images\Among Us\image_963.png,0,Among Us
data\gameplay-images\God of War\image_457.png,6,God of War
data\gameplay-images\Terraria\image_215.png,9,Terraria
data\gameplay-images\God of War\image_626.png,6,God of War
data\gameplay-images\Minecraft\image_359.png,7,Minecraft
data\gameplay-images\Terraria\image_580.png,9,Terraria
data\gameplay-images\Minecraft\image_914.png,7,Minecraft
data\gameplay-images\Among Us\image_801.png,0,Among Us
data\gameplay-images\God of War\image_896.png,6,God of War
data\gameplay-images\Among Us\image_807.png,0,Among Us
data\gameplay-images\God of War\image_731.png,6,God of War
data\gameplay-images\Among Us\image_429.png,0,Among Us
data\gameplay-images\Genshin Impact\image_414.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_925.png,7,Minecraft
data\gameplay-images\Free Fire\image_1008.png,4,Free Fire
data\gameplay-images\Free Fire\image_127.png,4,Free Fire
data\gameplay-images\God of War\image_504.png,6,God of War
data\gameplay-images\Free Fire\image_553.png,4,Free Fire
data\gameplay-images\Minecraft\image_603.png,7,Minecraft
data\gameplay-images\Terraria\image_918.png,9,Terraria
data\gameplay-images\Among Us\image_260.png,0,Among Us
data\gameplay-images\God of War\image_498.png,6,God of War
data\gameplay-images\Minecraft\image_913.png,7,Minecraft
data\gameplay-images\Apex Legends\image_172.png,1,Apex Legends
data\gameplay-images\Forza Horizon\image_304.png,3,Forza Horizon
data\gameplay-images\Forza Horizon\image_34.png,3,Forza Horizon
data\gameplay-images\Genshin Impact\image_199.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_301.png,7,Minecraft
data\gameplay-images\Roblox\image_296.png,8,Roblox
data\gameplay-images\Free Fire\image_152.png,4,Free Fire
data\gameplay-images\Among Us\image_630.png,0,Among Us
data\gameplay-images\God of War\image_958.png,6,God of War
data\gameplay-images\Fortnite\image_571.png,2,Fortnite
data\gameplay-images\Terraria\image_841.png,9,Terraria
data\gameplay-images\Roblox\image_51.png,8,Roblox
data\gameplay-images\Terraria\image_421.png,9,Terraria
data\gameplay-images\Among Us\image_845.png,0,Among Us
data\gameplay-images\Fortnite\image_16.png,2,Fortnite
data\gameplay-images\God of War\image_395.png,6,God of War
data\gameplay-images\Among Us\image_931.png,0,Among Us
data\gameplay-images\Forza Horizon\image_146.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_270.png,2,Fortnite
data\gameplay-images\Free Fire\image_60.png,4,Free Fire
data\gameplay-images\Genshin Impact\image_656.png,5,Genshin Impact
data\gameplay-images\Roblox\image_46.png,8,Roblox
data\gameplay-images\Forza Horizon\image_894.png,3,Forza Horizon
data\gameplay-images\Among Us\image_262.png,0,Among Us
data\gameplay-images\Roblox\image_550.png,8,Roblox
data\gameplay-images\Roblox\image_520.png,8,Roblox
data\gameplay-images\Roblox\image_835.png,8,Roblox
data\gameplay-images\Minecraft\image_669.png,7,Minecraft
data\gameplay-images\Minecraft\image_779.png,7,Minecraft
data\gameplay-images\Minecraft\image_485.png,7,Minecraft
data\gameplay-images\Apex Legends\image_377.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_634.png,1,Apex Legends
data\gameplay-images\Minecraft\image_960.png,7,Minecraft
data\gameplay-images\Free Fire\image_803.png,4,Free Fire
data\gameplay-images\God of War\image_632.png,6,God of War
data\gameplay-images\Roblox\image_259.png,8,Roblox
data\gameplay-images\Minecraft\image_793.png,7,Minecraft
data\gameplay-images\Apex Legends\image_460.png,1,Apex Legends
data\gameplay-images\Free Fire\image_717.png,4,Free Fire
data\gameplay-images\Free Fire\image_433.png,4,Free Fire
data\gameplay-images\Forza Horizon\image_830.png,3,Forza Horizon
data\gameplay-images\God of War\image_620.png,6,God of War
data\gameplay-images\Terraria\image_512.png,9,Terraria
data\gameplay-images\Apex Legends\image_515.png,1,Apex Legends
data\gameplay-images\Fortnite\image_426.png,2,Fortnite
data\gameplay-images\Apex Legends\image_289.png,1,Apex Legends
data\gameplay-images\Free Fire\image_830.png,4,Free Fire
data\gameplay-images\Forza Horizon\image_687.png,3,Forza Horizon
data\gameplay-images\Roblox\image_163.png,8,Roblox
data\gameplay-images\Among Us\image_578.png,0,Among Us
data\gameplay-images\God of War\image_690.png,6,God of War
data\gameplay-images\Forza Horizon\image_69.png,3,Forza Horizon
data\gameplay-images\Genshin Impact\image_846.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_767.png,2,Fortnite
data\gameplay-images\Fortnite\image_147.png,2,Fortnite
data\gameplay-images\Among Us\image_761.png,0,Among Us
data\gameplay-images\Forza Horizon\image_201.png,3,Forza Horizon
data\gameplay-images\Free Fire\image_613.png,4,Free Fire
data\gameplay-images\God of War\image_253.png,6,God of War
data\gameplay-images\Free Fire\image_216.png,4,Free Fire
data\gameplay-images\Terraria\image_852.png,9,Terraria
data\gameplay-images\Apex Legends\image_619.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_207.png,1,Apex Legends
data\gameplay-images\Forza Horizon\image_459.png,3,Forza Horizon
data\gameplay-images\Fortnite\image_865.png,2,Fortnite
data\gameplay-images\Apex Legends\image_430.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_341.png,5,Genshin Impact
data\gameplay-images\God of War\image_862.png,6,God of War
data\gameplay-images\Minecraft\image_124.png,7,Minecraft
data\gameplay-images\Genshin Impact\image_793.png,5,Genshin Impact
data\gameplay-images\Forza Horizon\image_871.png,3,Forza Horizon
data\gameplay-images\Among Us\image_524.png,0,Among Us
data\gameplay-images\Minecraft\image_481.png,7,Minecraft
data\gameplay-images\Terraria\image_364.png,9,Terraria
data\gameplay-images\Forza Horizon\image_453.png,3,Forza Horizon
data\gameplay-images\Among Us\image_397.png,0,Among Us
data\gameplay-images\Genshin Impact\image_586.png,5,Genshin Impact
data\gameplay-images\Roblox\image_937.png,8,Roblox
data\gameplay-images\Apex Legends\image_132.png,1,Apex Legends
data\gameplay-images\Terraria\image_908.png,9,Terraria
data\gameplay-images\Minecraft\image_162.png,7,Minecraft
data\gameplay-images\Among Us\image_564.png,0,Among Us
data\gameplay-images\Roblox\image_451.png,8,Roblox
data\gameplay-images\God of War\image_637.png,6,God of War
data\gameplay-images\Genshin Impact\image_655.png,5,Genshin Impact
data\gameplay-images\Free Fire\image_63.png,4,Free Fire
data\gameplay-images\Forza Horizon\image_653.png,3,Forza Horizon
data\gameplay-images\Terraria\image_629.png,9,Terraria
data\gameplay-images\Free Fire\image_863.png,4,Free Fire
data\gameplay-images\Roblox\image_697.png,8,Roblox
data\gameplay-images\Forza Horizon\image_567.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_60.png,1,Apex Legends
data\gameplay-images\Apex Legends\image_137.png,1,Apex Legends
data\gameplay-images\God of War\image_376.png,6,God of War
data\gameplay-images\Free Fire\image_941.png,4,Free Fire
data\gameplay-images\Minecraft\image_155.png,7,Minecraft
data\gameplay-images\Among Us\image_331.png,0,Among Us
data\gameplay-images\Genshin Impact\image_718.png,5,Genshin Impact
data\gameplay-images\Among Us\image_581.png,0,Among Us
data\gameplay-images\Forza Horizon\image_311.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_510.png,1,Apex Legends
data\gameplay-images\Minecraft\image_262.png,7,Minecraft
data\gameplay-images\Forza Horizon\image_148.png,3,Forza Horizon
data\gameplay-images\Genshin Impact\image_298.png,5,Genshin Impact
data\gameplay-images\Minecraft\image_1053.png,7,Minecraft
data\gameplay-images\Terraria\image_690.png,9,Terraria
data\gameplay-images\Roblox\image_542.png,8,Roblox
data\gameplay-images\Among Us\image_122.png,0,Among Us
data\gameplay-images\Terraria\image_807.png,9,Terraria
data\gameplay-images\Apex Legends\image_362.png,1,Apex Legends
data\gameplay-images\Minecraft\image_1011.png,7,Minecraft
data\gameplay-images\Minecraft\image_110.png,7,Minecraft
data\gameplay-images\Free Fire\image_913.png,4,Free Fire
data\gameplay-images\God of War\image_352.png,6,God of War
data\gameplay-images\Terraria\image_308.png,9,Terraria
data\gameplay-images\God of War\image_291.png,6,God of War
data\gameplay-images\Free Fire\image_904.png,4,Free Fire
data\gameplay-images\God of War\image_821.png,6,God of War
data\gameplay-images\Genshin Impact\image_355.png,5,Genshin Impact
data\gameplay-images\Among Us\image_179.png,0,Among Us
data\gameplay-images\Among Us\image_781.png,0,Among Us
data\gameplay-images\Roblox\image_512.png,8,Roblox
data\gameplay-images\Genshin Impact\image_756.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_661.png,2,Fortnite
data\gameplay-images\Genshin Impact\image_695.png,5,Genshin Impact
data\gameplay-images\Free Fire\image_295.png,4,Free Fire
data\gameplay-images\Forza Horizon\image_572.png,3,Forza Horizon
data\gameplay-images\Apex Legends\image_431.png,1,Apex Legends
data\gameplay-images\Genshin Impact\image_268.png,5,Genshin Impact
data\gameplay-images\Roblox\image_431.png,8,Roblox
data\gameplay-images\Terraria\image_643.png,9,Terraria
data\gameplay-images\Among Us\image_75.png,0,Among Us
data\gameplay-images\Roblox\image_25.png,8,Roblox
data\gameplay-images\Genshin Impact\image_245.png,5,Genshin Impact
data\gameplay-images\Fortnite\image_54.png,2,Fortnite
data\gameplay-images\Fortnite\image_947.png,2,Fortnite
